#OTU ID,Bacteria,Phylum,Class,Order,Family,Genus,Species
77449,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,
77675,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Trabulsiella,Citrobacterfarmeri
77745,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillusapiarius
77904,Bacteria,Tenericutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,
78223,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
78236,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
78248,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
78376,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
78485,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
79234,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,
79398,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonasporphyrae
79835,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacilluspentosus
80600,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,Tropheryma,Tropherymawhipplei
81029,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
81096,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,
81130,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
81139,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
81189,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacteriumkomagatae
81294,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Nostocaceae,Nostoc,
81318,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
81385,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,
81483,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Methylibium,
81643,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,
81664,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,
81682,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,
81764,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,,Flavisolibacter,
81979,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,
81997,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,,
82222,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flexibacteraceae,Hymenobacter,
82260,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,,
82283,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,
82476,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,
82696,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,
82728,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,
82772,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Morganella,
82843,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,,Chitinophaga,
83011,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,
83082,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
83153,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flexibacteraceae,Hymenobacter,
83155,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,
83175,Bacteria,Firmicutes,Clostridia,Clostridiales,ClostridialesFamilyXI.IncertaeSedis,Peptoniphilus,Peptoniphilusasaccharolyticus
83271,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium,
83643,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Haematobacter,
83894,Bacteria,Planctomycetes,Planctomycea,Planctomycetales,Planctomycetaceae,Planctomyces,
83899,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Verminephrobacter,
83993,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
84214,Bacteria,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,,
84384,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,
85153,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
85594,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,
85734,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,
86027,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccusaminovorans
86047,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilusparainfluenzae
86061,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,
86458,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
86468,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
86715,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Moryella,
86757,Bacteria,Firmicutes,Clostridia,Clostridiales,ClostridialesFamilyXI.IncertaeSedis,Finegoldia,
86784,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia,Scardoviainopinata
87223,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Selenomonas,
87601,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
87839,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Xenorhabdus,
87984,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,Afipiafelis
88035,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
88301,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massiliatimonae
88339,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
88603,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
88701,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
88758,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Methylibium,
89113,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Aquabacterium,
89132,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
89232,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
89333,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
89460,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Eggerthella,
89473,Bacteria,Cyanobacteria,4C0d-2,mle1-12,,,
89525,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
89696,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis,Nocardiopsisdassonvillei
89707,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
89733,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
89770,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcusanaerobius
89799,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
89854,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobactercryoconitis
89921,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilusducreyi
90103,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,
90189,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,,,
90388,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
90431,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium,
90465,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Spirochaeta,Spirochaetaaurantia
90487,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
90505,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salinibacillus,
90728,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,
90730,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,
91008,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,
91087,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrioorientalis
91168,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
91326,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
91369,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planomicrobium,
91583,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,
92034,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Selenomonas,
92131,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Leptotrichia,
92167,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Simonsiella,
92289,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,
92430,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium,
92490,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
92601,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,
92629,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
92743,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
92942,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
93147,Bacteria,TM7,TM7-3,EW055,,,
93158,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Leptotrichia,
93513,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonasgingivalis
93647,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens,Ethanoligenensharbinense
93710,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Telmatospirillum,
93749,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,Propionibacteriumacidipropionici
93965,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibriovulnificus
94022,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,
94166,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilusparainfluenzae
94496,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
94524,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,,
94716,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,
94883,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
95424,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
95502,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
95932,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,
96258,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
96649,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,,
96941,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,,
97049,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,,,
97259,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,
97263,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
97286,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
97301,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
97568,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
97627,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hylemonella,
97679,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
98073,Bacteria,TM7,TM7-3,Blgi18,,,
98380,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
98605,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcussanguinis
98939,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
99135,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,
99150,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,,
99155,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,,
99173,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,
99182,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
99208,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
99242,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
99304,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,Xylanimicrobium,
99331,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
99351,Bacteria,Firmicutes,Clostridia,Clostridiales,ClostridialesFamilyXI.IncertaeSedis,Helcococcus,
99385,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
99525,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
99566,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
99619,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,,
99702,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
99826,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,Cetobacteriumsomerae
99851,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,
99947,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
100067,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus,
100122,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Brevibacteriaceae,Brevibacterium,
100187,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,
100198,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
100282,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agromyces,
100284,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Schlegelella,Schlegelellathermodepolymerans
100506,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,
100639,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Martelella,Martelellamediterranea
100825,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
100886,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,
101031,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
101152,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
101165,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,
101225,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,
101237,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,
101394,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,Cellulomonas,Cellulomonasparahominis
101433,Bacteria,Firmicutes,Clostridia,Clostridiales,Catabacteriaceae,,
101469,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
101503,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,
101516,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,,
101541,Bacteria,Chloroflexi,TK17,mle1-48,,,
101552,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Aquabacterium,
101634,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,
101672,Bacteria,Firmicutes,Clostridia,Clostridiales,Catabacteriaceae,,
101860,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,Lachnospirapectinoschiza
101943,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,
101949,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Kurthia,
102054,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,
102159,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,
102209,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
102221,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
102222,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcusacidilactici
102316,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,
102328,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,
102362,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Nitrincola,
102382,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massiliatimonae
102425,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotellanigrescens
102471,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium,
102506,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
102524,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
102681,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,,
102699,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,
102704,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
102773,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
102794,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
102824,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,
102954,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Sinomonas,
103036,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
103055,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,OM60,,
103120,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Nesterenkonia,
103151,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,
103229,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,,
103325,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
103369,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
103428,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
103620,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobactersp.ADP1
103685,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,
103728,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
103782,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
103895,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,
103902,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
103963,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,
104026,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,
104043,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
104064,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
104249,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
104316,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Stenoxybacter,
104405,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
104408,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Zoogloea,
104447,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,
104501,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,
104555,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,
104713,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,
104744,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria,
104780,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,
104787,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,
104793,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Sutterella,
104816,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillusoligofermentans
104886,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,,
104888,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,
105095,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,
105109,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
105146,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,
105192,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,,
105358,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
105384,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,
105406,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,
105448,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
105473,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Pleomorphomonas,Pleomorphomonasoryzae
105561,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
105593,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,
105617,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,
105640,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Malikia,
105684,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
105725,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium,
105848,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
105921,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium,
105946,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
105974,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,
106146,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,
106252,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hylemonella,
106259,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Methyloversatilis,
106372,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,
106416,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,
106518,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,
106573,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
106625,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
106691,Bacteria,Cyanobacteria,Chloroplast,Stramenopiles,,,
106751,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,
106784,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,
106801,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dietziaceae,Dietzia,
106860,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium,
106966,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
106999,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
107036,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,
107082,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
107105,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
107148,Bacteria,Planctomycetes,Planctomycea,Pirellulales,,Rhodopirellula,
107152,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
107235,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,Oscillospiraguilliermondii
107252,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
107258,Bacteria,Firmicutes,Bacilli,Gemellales,Gemellaceae,Gemella,
